LoanID;CustomerID;LoanType;Status;RecoveryStatus;StartDate;EndDate;DefaultDate;PrincipalAmount;TotalPaid;InterestRate;PaymentDate;PaymentAmount;MissedPayment
L0064;C0072;Mortgage;Defaulted;"Fully Recovered";2023-07-08;2031-05-24;2021-06-23;5471.89;54956.70;4.88;2022-02-08;3005.86;0
L0064;C0072;Mortgage;Defaulted;"Fully Recovered";2023-07-08;2031-05-24;2021-06-23;5471.89;54956.70;4.88;2022-01-01;1112.92;0
L0065;C0073;Mortgage;Closed;"Fully Recovered";2021-07-21;2038-03-25;2022-08-01;62476.79;47591.41;15.63;2022-04-10;158.87;1
L0065;C0073;Mortgage;Closed;"Fully Recovered";2021-07-21;2038-03-25;2022-08-01;62476.79;47591.41;15.63;2022-03-11;1244.87;0
L0065;C0073;Mortgage;Closed;"Fully Recovered";2021-07-21;2038-03-25;2022-08-01;62476.79;47591.41;15.63;2022-02-07;3023.83;0
L0065;C0073;Mortgage;Closed;"Fully Recovered";2021-07-21;2038-03-25;2022-08-01;62476.79;47591.41;15.63;2022-01-02;238.33;0
L0066;C0074;Auto;Closed;"Fully Recovered";2015-06-07;2033-01-04;NULL;82913.98;54369.56;6.52;2022-04-06;3216.33;0
L0066;C0074;Auto;Closed;"Fully Recovered";2015-06-07;2033-01-04;NULL;82913.98;54369.56;6.52;2022-02-01;2353.18;0
L0066;C0074;Auto;Closed;"Fully Recovered";2015-06-07;2033-01-04;NULL;82913.98;54369.56;6.52;2022-01-01;2422.60;1
L0067;C0075;Mortgage;Closed;Unrecovered;2021-10-10;2036-12-08;NULL;33597.03;48568.59;6.97;2022-03-06;1922.92;1
L0067;C0075;Mortgage;Closed;Unrecovered;2021-10-10;2036-12-08;NULL;33597.03;48568.59;6.97;2022-02-04;347.24;0
L0067;C0075;Mortgage;Closed;Unrecovered;2021-10-10;2036-12-08;NULL;33597.03;48568.59;6.97;2022-01-05;246.36;0
L0068;C0077;Business;Closed;Unrecovered;2019-07-23;2031-08-18;NULL;39142.34;68932.41;3.75;2022-04-10;2273.79;1
L0068;C0077;Business;Closed;Unrecovered;2019-07-23;2031-08-18;NULL;39142.34;68932.41;3.75;2022-03-03;2353.47;0
L0068;C0077;Business;Closed;Unrecovered;2019-07-23;2031-08-18;NULL;39142.34;68932.41;3.75;2022-01-06;825.21;0
L0069;C0078;Personal;Closed;"Fully Recovered";2017-11-15;2034-07-13;2022-06-09;42029.99;80291.85;12.47;2022-04-06;3435.83;1
L0069;C0078;Personal;Closed;"Fully Recovered";2017-11-15;2034-07-13;2022-06-09;42029.99;80291.85;12.47;2022-02-01;1466.85;0
L0069;C0078;Personal;Closed;"Fully Recovered";2017-11-15;2034-07-13;2022-06-09;42029.99;80291.85;12.47;2022-01-07;1085.02;0
L0070;C0079;Auto;Active;Unrecovered;2017-09-04;2037-05-06;NULL;31010.47;79871.43;5.36;2022-04-02;3247.72;1
L0070;C0079;Auto;Active;Unrecovered;2017-09-04;2037-05-06;NULL;31010.47;79871.43;5.36;2022-03-06;2482.95;1
L0070;C0079;Auto;Active;Unrecovered;2017-09-04;2037-05-06;NULL;31010.47;79871.43;5.36;2022-02-03;2487.72;0
L0070;C0079;Auto;Active;Unrecovered;2017-09-04;2037-05-06;NULL;31010.47;79871.43;5.36;2022-01-07;3069.71;1
L0071;C0080;Personal;Active;Unrecovered;2020-08-26;2032-01-18;NULL;96661.71;12552.63;6.57;2022-04-07;2806.30;0
L0071;C0080;Personal;Active;Unrecovered;2020-08-26;2032-01-18;NULL;96661.71;12552.63;6.57;2022-03-08;1814.58;0
L0071;C0080;Personal;Active;Unrecovered;2020-08-26;2032-01-18;NULL;96661.71;12552.63;6.57;2022-01-04;3446.91;0
L0072;C0081;Auto;Closed;Unrecovered;2021-06-11;2036-06-15;2022-09-13;6761.22;28139.69;16.32;2022-04-07;3107.19;0
L0072;C0081;Auto;Closed;Unrecovered;2021-06-11;2036-06-15;2022-09-13;6761.22;28139.69;16.32;2022-03-10;966.09;0
L0072;C0081;Auto;Closed;Unrecovered;2021-06-11;2036-06-15;2022-09-13;6761.22;28139.69;16.32;2022-02-08;1087.57;0
L0072;C0081;Auto;Closed;Unrecovered;2021-06-11;2036-06-15;2022-09-13;6761.22;28139.69;16.32;2022-01-03;2683.56;1
L0073;C0082;Mortgage;Defaulted;Unrecovered;2016-07-22;2034-01-15;2021-06-05;21495.31;24648.32;4.08;2022-03-05;2781.35;0
L0073;C0082;Mortgage;Defaulted;Unrecovered;2016-07-22;2034-01-15;2021-06-05;21495.31;24648.32;4.08;2022-01-02;2280.38;0
L0074;C0084;Mortgage;Active;"Partially Recovered";2023-03-01;2037-03-21;2021-08-17;36108.45;46349.46;10.67;2022-04-01;2018.16;0
L0074;C0084;Mortgage;Active;"Partially Recovered";2023-03-01;2037-03-21;2021-08-17;36108.45;46349.46;10.67;2022-02-05;913.19;0
L0074;C0084;Mortgage;Active;"Partially Recovered";2023-03-01;2037-03-21;2021-08-17;36108.45;46349.46;10.67;2022-01-08;3521.08;0
L0075;C0085;Auto;Defaulted;"Partially Recovered";2016-07-31;2037-09-21;2022-10-07;42718.37;78793.12;12.10;2022-04-10;1662.40;0
L0075;C0085;Auto;Defaulted;"Partially Recovered";2016-07-31;2037-09-21;2022-10-07;42718.37;78793.12;12.10;2022-03-07;3397.16;1
L0075;C0085;Auto;Defaulted;"Partially Recovered";2016-07-31;2037-09-21;2022-10-07;42718.37;78793.12;12.10;2022-02-06;3470.23;0
L0075;C0085;Auto;Defaulted;"Partially Recovered";2016-07-31;2037-09-21;2022-10-07;42718.37;78793.12;12.10;2022-01-05;3519.11;0
L0076;C0086;Auto;Closed;Unrecovered;2020-12-07;2038-04-26;NULL;46042.35;23312.66;13.87;2022-04-03;365.83;0
L0076;C0086;Auto;Closed;Unrecovered;2020-12-07;2038-04-26;NULL;46042.35;23312.66;13.87;2022-03-06;3331.00;0
L0076;C0086;Auto;Closed;Unrecovered;2020-12-07;2038-04-26;NULL;46042.35;23312.66;13.87;2022-01-05;1684.78;0
L0077;C0087;Personal;Defaulted;Unrecovered;2022-06-17;2037-09-14;NULL;78446.65;54618.07;8.45;2022-04-10;2450.60;0
L0077;C0087;Personal;Defaulted;Unrecovered;2022-06-17;2037-09-14;NULL;78446.65;54618.07;8.45;2022-03-11;2489.22;0
L0077;C0087;Personal;Defaulted;Unrecovered;2022-06-17;2037-09-14;NULL;78446.65;54618.07;8.45;2022-02-08;2704.22;1
L0078;C0088;Auto;Defaulted;"Fully Recovered";2021-06-19;2035-03-04;NULL;46515.13;15836.96;2.09;2022-02-01;1315.37;0
L0078;C0088;Auto;Defaulted;"Fully Recovered";2021-06-19;2035-03-04;NULL;46515.13;15836.96;2.09;2022-01-10;3387.47;0
L0079;C0089;Business;Active;"Partially Recovered";2016-01-22;2030-12-21;NULL;58270.04;44226.50;4.40;2022-04-04;255.84;1
L0079;C0089;Business;Active;"Partially Recovered";2016-01-22;2030-12-21;NULL;58270.04;44226.50;4.40;2022-03-08;768.78;0
L0079;C0089;Business;Active;"Partially Recovered";2016-01-22;2030-12-21;NULL;58270.04;44226.50;4.40;2022-02-04;3369.63;0
L0079;C0089;Business;Active;"Partially Recovered";2016-01-22;2030-12-21;NULL;58270.04;44226.50;4.40;2022-01-09;3410.81;1
L0080;C0090;Mortgage;Closed;"Fully Recovered";2023-08-05;2036-02-22;NULL;42941.24;73994.55;2.46;2022-04-06;2866.66;1
L0080;C0090;Mortgage;Closed;"Fully Recovered";2023-08-05;2036-02-22;NULL;42941.24;73994.55;2.46;2022-02-05;2462.04;0
L0080;C0090;Mortgage;Closed;"Fully Recovered";2023-08-05;2036-02-22;NULL;42941.24;73994.55;2.46;2022-01-04;1105.95;0
L0081;C0091;Mortgage;Defaulted;"Partially Recovered";2017-04-07;2032-08-08;NULL;37641.30;76232.65;11.85;2022-03-11;2482.68;0
L0081;C0091;Mortgage;Defaulted;"Partially Recovered";2017-04-07;2032-08-08;NULL;37641.30;76232.65;11.85;2022-01-31;1712.20;0
L0081;C0091;Mortgage;Defaulted;"Partially Recovered";2017-04-07;2032-08-08;NULL;37641.30;76232.65;11.85;2022-01-05;3088.67;1
L0082;C0092;Business;Active;"Partially Recovered";2022-07-22;2036-12-05;NULL;96009.64;65377.41;4.14;2022-04-06;2124.77;1
L0082;C0092;Business;Active;"Partially Recovered";2022-07-22;2036-12-05;NULL;96009.64;65377.41;4.14;2022-03-07;1015.31;0
L0082;C0092;Business;Active;"Partially Recovered";2022-07-22;2036-12-05;NULL;96009.64;65377.41;4.14;2022-01-09;686.91;0
L0083;C0093;Business;Defaulted;"Fully Recovered";2022-01-14;2034-02-02;2022-01-26;35955.36;89048.77;4.28;2022-04-05;2897.41;0
L0083;C0093;Business;Defaulted;"Fully Recovered";2022-01-14;2034-02-02;2022-01-26;35955.36;89048.77;4.28;2022-03-06;2072.04;0
L0083;C0093;Business;Defaulted;"Fully Recovered";2022-01-14;2034-02-02;2022-01-26;35955.36;89048.77;4.28;2022-02-06;1918.73;0
L0083;C0093;Business;Defaulted;"Fully Recovered";2022-01-14;2034-02-02;2022-01-26;35955.36;89048.77;4.28;2022-01-02;2190.63;0
L0084;C0094;Auto;Defaulted;"Partially Recovered";2018-05-16;2031-08-20;NULL;19126.58;45004.49;10.46;2022-02-02;3267.01;0
L0084;C0094;Auto;Defaulted;"Partially Recovered";2018-05-16;2031-08-20;NULL;19126.58;45004.49;10.46;2022-01-01;730.38;0
L0085;C0095;Auto;Active;"Partially Recovered";2019-04-20;2038-03-22;NULL;14992.69;21998.08;4.38;2022-04-10;1791.60;0
L0085;C0095;Auto;Active;"Partially Recovered";2019-04-20;2038-03-22;NULL;14992.69;21998.08;4.38;2022-03-08;759.14;0
L0085;C0095;Auto;Active;"Partially Recovered";2019-04-20;2038-03-22;NULL;14992.69;21998.08;4.38;2022-02-06;1665.93;1
L0085;C0095;Auto;Active;"Partially Recovered";2019-04-20;2038-03-22;NULL;14992.69;21998.08;4.38;2022-01-04;824.49;0
L0086;C0096;Auto;Active;Unrecovered;2023-08-24;2033-11-10;2021-08-17;89345.93;50814.99;3.87;2022-04-06;2760.59;1
L0087;C0097;Mortgage;Defaulted;"Partially Recovered";2018-04-08;2030-02-11;NULL;14805.16;19081.63;16.02;2022-03-03;2090.98;0
L0087;C0097;Mortgage;Defaulted;"Partially Recovered";2018-04-08;2030-02-11;NULL;14805.16;19081.63;16.02;2022-02-08;1652.39;0
L0087;C0097;Mortgage;Defaulted;"Partially Recovered";2018-04-08;2030-02-11;NULL;14805.16;19081.63;16.02;2022-01-07;299.51;1
L0088;C0099;Auto;Active;Unrecovered;2020-08-15;2032-01-10;NULL;64315.06;13070.93;6.49;2022-04-05;2287.29;0
L0088;C0099;Auto;Active;Unrecovered;2020-08-15;2032-01-10;NULL;64315.06;13070.93;6.49;2022-03-09;2679.67;0
L0088;C0099;Auto;Active;Unrecovered;2020-08-15;2032-01-10;NULL;64315.06;13070.93;6.49;2022-02-02;758.09;1
L0088;C0099;Auto;Active;Unrecovered;2020-08-15;2032-01-10;NULL;64315.06;13070.93;6.49;2022-01-09;2870.84;0
L0089;C0100;Mortgage;Active;Unrecovered;2018-10-19;2034-04-29;2022-07-15;56539.74;24836.47;5.15;2022-04-06;1191.69;0
L0089;C0100;Mortgage;Active;Unrecovered;2018-10-19;2034-04-29;2022-07-15;56539.74;24836.47;5.15;2022-02-08;2257.68;0
L0089;C0100;Mortgage;Active;Unrecovered;2018-10-19;2034-04-29;2022-07-15;56539.74;24836.47;5.15;2022-01-08;3519.81;0
L0090;C0102;Personal;Closed;"Fully Recovered";2019-04-17;2031-11-15;NULL;41407.54;26641.58;12.88;2022-04-07;823.72;1
L0090;C0102;Personal;Closed;"Fully Recovered";2019-04-17;2031-11-15;NULL;41407.54;26641.58;12.88;2022-03-09;2832.46;0
L0090;C0102;Personal;Closed;"Fully Recovered";2019-04-17;2031-11-15;NULL;41407.54;26641.58;12.88;2022-02-07;213.73;0
L0091;C0104;Personal;Closed;"Partially Recovered";2018-05-27;2031-04-30;NULL;11103.77;6190.93;15.71;2022-04-10;688.07;1
L0091;C0104;Personal;Closed;"Partially Recovered";2018-05-27;2031-04-30;NULL;11103.77;6190.93;15.71;2022-03-11;2849.39;0
L0091;C0104;Personal;Closed;"Partially Recovered";2018-05-27;2031-04-30;NULL;11103.77;6190.93;15.71;2022-02-07;3006.69;0
L0092;C0105;Business;Closed;"Fully Recovered";2017-12-01;2036-03-21;NULL;54338.52;22813.91;16.65;2022-04-03;1587.78;0
L0092;C0105;Business;Closed;"Fully Recovered";2017-12-01;2036-03-21;NULL;54338.52;22813.91;16.65;2022-02-02;747.82;1
L0092;C0105;Business;Closed;"Fully Recovered";2017-12-01;2036-03-21;NULL;54338.52;22813.91;16.65;2022-01-01;1416.52;0
L0093;C0106;Auto;Active;"Partially Recovered";2020-08-15;2030-03-27;2021-07-01;64220.98;60979.10;12.48;2022-04-01;192.67;0
L0093;C0106;Auto;Active;"Partially Recovered";2020-08-15;2030-03-27;2021-07-01;64220.98;60979.10;12.48;2022-03-10;2248.52;0
L0093;C0106;Auto;Active;"Partially Recovered";2020-08-15;2030-03-27;2021-07-01;64220.98;60979.10;12.48;2022-01-05;843.29;0
L0094;C0107;Personal;Active;"Partially Recovered";2020-06-06;2031-07-22;NULL;30491.48;51965.94;6.23;2022-04-01;3123.53;1
L0094;C0107;Personal;Active;"Partially Recovered";2020-06-06;2031-07-22;NULL;30491.48;51965.94;6.23;2022-03-08;465.08;0
L0094;C0107;Personal;Active;"Partially Recovered";2020-06-06;2031-07-22;NULL;30491.48;51965.94;6.23;2022-01-09;307.16;0
L0095;C0108;Auto;Active;"Partially Recovered";2016-11-11;2035-01-24;2022-07-10;55056.13;13163.06;4.36;2022-04-06;3262.05;0
L0095;C0108;Auto;Active;"Partially Recovered";2016-11-11;2035-01-24;2022-07-10;55056.13;13163.06;4.36;2022-03-06;404.26;1
L0095;C0108;Auto;Active;"Partially Recovered";2016-11-11;2035-01-24;2022-07-10;55056.13;13163.06;4.36;2022-02-01;2333.79;0
L0095;C0108;Auto;Active;"Partially Recovered";2016-11-11;2035-01-24;2022-07-10;55056.13;13163.06;4.36;2022-01-03;3146.64;0
L0096;C0109;Auto;Active;"Fully Recovered";2018-08-26;2032-07-09;2022-08-07;52771.99;84160.62;10.74;2022-04-05;3160.36;1
L0096;C0109;Auto;Active;"Fully Recovered";2018-08-26;2032-07-09;2022-08-07;52771.99;84160.62;10.74;2022-03-05;1524.40;0
L0096;C0109;Auto;Active;"Fully Recovered";2018-08-26;2032-07-09;2022-08-07;52771.99;84160.62;10.74;2022-02-09;2780.39;0
L0096;C0109;Auto;Active;"Fully Recovered";2018-08-26;2032-07-09;2022-08-07;52771.99;84160.62;10.74;2022-01-07;2598.75;0
L0097;C0110;Personal;Closed;"Fully Recovered";2021-04-29;2033-02-21;2022-07-06;86459.45;46900.70;2.83;2022-04-02;3060.55;0
L0097;C0110;Personal;Closed;"Fully Recovered";2021-04-29;2033-02-21;2022-07-06;86459.45;46900.70;2.83;2022-02-03;2367.27;0
L0097;C0110;Personal;Closed;"Fully Recovered";2021-04-29;2033-02-21;2022-07-06;86459.45;46900.70;2.83;2022-01-04;2917.56;0
L0098;C0111;Mortgage;Defaulted;"Fully Recovered";2022-08-23;2037-12-13;NULL;50069.94;77848.67;8.82;2022-04-08;2374.73;1
L0098;C0111;Mortgage;Defaulted;"Fully Recovered";2022-08-23;2037-12-13;NULL;50069.94;77848.67;8.82;2022-03-06;2608.95;1
L0098;C0111;Mortgage;Defaulted;"Fully Recovered";2022-08-23;2037-12-13;NULL;50069.94;77848.67;8.82;2022-02-06;918.31;0
L0099;C0112;Mortgage;Closed;"Fully Recovered";2018-08-13;2033-02-04;NULL;37892.07;15359.03;15.32;2022-04-02;3389.74;0
L0099;C0112;Mortgage;Closed;"Fully Recovered";2018-08-13;2033-02-04;NULL;37892.07;15359.03;15.32;2022-03-09;1278.75;0
L0099;C0112;Mortgage;Closed;"Fully Recovered";2018-08-13;2033-02-04;NULL;37892.07;15359.03;15.32;2022-01-04;564.57;0
L0100;C0113;Mortgage;Active;"Partially Recovered";2023-04-03;2035-03-18;NULL;39659.01;41039.62;2.03;2022-04-03;3476.36;0
L0100;C0113;Mortgage;Active;"Partially Recovered";2023-04-03;2035-03-18;NULL;39659.01;41039.62;2.03;2022-02-01;2491.57;1
L0100;C0113;Mortgage;Active;"Partially Recovered";2023-04-03;2035-03-18;NULL;39659.01;41039.62;2.03;2022-01-02;2924.45;0
L0101;C0114;Auto;Defaulted;"Fully Recovered";2015-03-31;2037-01-30;NULL;85867.46;88084.78;3.74;2022-03-06;762.52;0
L0101;C0114;Auto;Defaulted;"Fully Recovered";2015-03-31;2037-01-30;NULL;85867.46;88084.78;3.74;2022-02-03;2406.67;1
L0101;C0114;Auto;Defaulted;"Fully Recovered";2015-03-31;2037-01-30;NULL;85867.46;88084.78;3.74;2022-01-05;2625.38;1
L0102;C0115;Business;Defaulted;"Partially Recovered";2018-06-17;2033-08-23;2021-02-24;9548.21;87946.18;9.58;2022-04-09;465.13;1
L0102;C0115;Business;Defaulted;"Partially Recovered";2018-06-17;2033-08-23;2021-02-24;9548.21;87946.18;9.58;2022-03-10;1282.28;1
L0102;C0115;Business;Defaulted;"Partially Recovered";2018-06-17;2033-08-23;2021-02-24;9548.21;87946.18;9.58;2022-02-02;1546.25;0
L0102;C0115;Business;Defaulted;"Partially Recovered";2018-06-17;2033-08-23;2021-02-24;9548.21;87946.18;9.58;2022-01-05;1397.58;0
L0103;C0117;Auto;Active;"Partially Recovered";2023-08-26;2035-07-14;2022-11-06;69123.45;44549.03;7.96;2022-04-06;2524.11;0
L0103;C0117;Auto;Active;"Partially Recovered";2023-08-26;2035-07-14;2022-11-06;69123.45;44549.03;7.96;2022-03-07;1965.50;0
L0103;C0117;Auto;Active;"Partially Recovered";2023-08-26;2035-07-14;2022-11-06;69123.45;44549.03;7.96;2022-01-08;820.78;0
L0104;C0118;Auto;Closed;Unrecovered;2019-07-28;2035-06-05;NULL;48899.09;68341.34;16.68;2022-04-02;2010.87;1
L0104;C0118;Auto;Closed;Unrecovered;2019-07-28;2035-06-05;NULL;48899.09;68341.34;16.68;2022-03-02;2145.25;0
L0104;C0118;Auto;Closed;Unrecovered;2019-07-28;2035-06-05;NULL;48899.09;68341.34;16.68;2022-02-03;838.98;1
L0105;C0120;Personal;Active;"Fully Recovered";2016-08-19;2038-08-09;NULL;49481.81;75166.66;6.76;2022-03-08;377.16;0
L0105;C0120;Personal;Active;"Fully Recovered";2016-08-19;2038-08-09;NULL;49481.81;75166.66;6.76;2022-02-04;119.38;0
L0105;C0120;Personal;Active;"Fully Recovered";2016-08-19;2038-08-09;NULL;49481.81;75166.66;6.76;2022-01-09;1795.95;0
L0106;C0121;Business;Active;Unrecovered;2022-04-07;2036-09-17;2022-01-24;5351.13;80285.84;13.46;2022-04-02;2740.73;1
L0106;C0121;Business;Active;Unrecovered;2022-04-07;2036-09-17;2022-01-24;5351.13;80285.84;13.46;2022-03-08;1997.20;0
L0106;C0121;Business;Active;Unrecovered;2022-04-07;2036-09-17;2022-01-24;5351.13;80285.84;13.46;2022-02-04;2940.00;0
L0106;C0121;Business;Active;Unrecovered;2022-04-07;2036-09-17;2022-01-24;5351.13;80285.84;13.46;2022-01-03;1545.37;0
L0107;C0122;Auto;Defaulted;"Fully Recovered";2020-06-26;2032-11-02;NULL;13788.92;66416.93;10.66;2022-04-09;3323.98;1
L0107;C0122;Auto;Defaulted;"Fully Recovered";2020-06-26;2032-11-02;NULL;13788.92;66416.93;10.66;2022-03-04;1849.72;0
L0107;C0122;Auto;Defaulted;"Fully Recovered";2020-06-26;2032-11-02;NULL;13788.92;66416.93;10.66;2022-02-09;3111.94;0
L0107;C0122;Auto;Defaulted;"Fully Recovered";2020-06-26;2032-11-02;NULL;13788.92;66416.93;10.66;2022-01-08;2467.82;0
L0108;C0123;Auto;Defaulted;"Fully Recovered";2016-09-07;2036-03-11;NULL;54415.66;426.03;13.24;2022-04-07;1295.36;0
L0108;C0123;Auto;Defaulted;"Fully Recovered";2016-09-07;2036-03-11;NULL;54415.66;426.03;13.24;2022-02-03;364.59;0
L0108;C0123;Auto;Defaulted;"Fully Recovered";2016-09-07;2036-03-11;NULL;54415.66;426.03;13.24;2022-01-03;374.51;0
L0109;C0124;Personal;Defaulted;"Fully Recovered";2022-07-11;2037-07-24;NULL;80961.90;55767.70;8.71;2022-04-02;2825.84;0
L0109;C0124;Personal;Defaulted;"Fully Recovered";2022-07-11;2037-07-24;NULL;80961.90;55767.70;8.71;2022-03-05;2829.31;0
L0109;C0124;Personal;Defaulted;"Fully Recovered";2022-07-11;2037-07-24;NULL;80961.90;55767.70;8.71;2022-02-02;1458.81;1
L0110;C0125;Mortgage;Closed;"Partially Recovered";2018-02-19;2033-01-05;2022-07-13;89389.78;51958.68;14.04;2022-04-10;1957.47;0
L0110;C0125;Mortgage;Closed;"Partially Recovered";2018-02-19;2033-01-05;2022-07-13;89389.78;51958.68;14.04;2022-03-06;638.68;0
L0110;C0125;Mortgage;Closed;"Partially Recovered";2018-02-19;2033-01-05;2022-07-13;89389.78;51958.68;14.04;2022-02-06;2910.49;1
L0110;C0125;Mortgage;Closed;"Partially Recovered";2018-02-19;2033-01-05;2022-07-13;89389.78;51958.68;14.04;2022-01-01;3466.37;0
L0111;C0126;Mortgage;Defaulted;"Fully Recovered";2022-07-27;2034-06-12;2021-10-14;26471.78;26840.96;15.56;2022-04-04;3113.33;1
L0111;C0126;Mortgage;Defaulted;"Fully Recovered";2022-07-27;2034-06-12;2021-10-14;26471.78;26840.96;15.56;2022-02-03;2329.50;0
L0111;C0126;Mortgage;Defaulted;"Fully Recovered";2022-07-27;2034-06-12;2021-10-14;26471.78;26840.96;15.56;2022-01-02;2815.28;0
L0112;C0127;Auto;Defaulted;"Fully Recovered";2019-08-11;2036-04-09;NULL;34389.55;35251.01;6.32;2022-04-04;1850.87;0
L0112;C0127;Auto;Defaulted;"Fully Recovered";2019-08-11;2036-04-09;NULL;34389.55;35251.01;6.32;2022-03-03;2712.47;0
L0112;C0127;Auto;Defaulted;"Fully Recovered";2019-08-11;2036-04-09;NULL;34389.55;35251.01;6.32;2022-02-05;1855.33;0
L0113;C0128;Business;Active;"Fully Recovered";2021-07-17;2030-07-23;NULL;54444.34;81915.95;14.87;2022-04-06;2068.47;1
L0113;C0128;Business;Active;"Fully Recovered";2021-07-17;2030-07-23;NULL;54444.34;81915.95;14.87;2022-02-07;2551.39;0
L0113;C0128;Business;Active;"Fully Recovered";2021-07-17;2030-07-23;NULL;54444.34;81915.95;14.87;2022-01-08;583.45;0
L0114;C0130;Personal;Closed;Unrecovered;2015-11-07;2035-01-30;2021-10-09;18227.92;89640.20;6.54;2022-04-02;2361.09;0
L0114;C0130;Personal;Closed;Unrecovered;2015-11-07;2035-01-30;2021-10-09;18227.92;89640.20;6.54;2022-03-05;1494.59;0
L0114;C0130;Personal;Closed;Unrecovered;2015-11-07;2035-01-30;2021-10-09;18227.92;89640.20;6.54;2022-02-06;1297.36;0
L0114;C0130;Personal;Closed;Unrecovered;2015-11-07;2035-01-30;2021-10-09;18227.92;89640.20;6.54;2022-01-05;333.23;0
L0115;C0132;Business;Active;Unrecovered;2016-07-31;2031-07-12;2021-12-24;15760.74;24555.67;15.55;2022-04-07;612.61;0
L0115;C0132;Business;Active;Unrecovered;2016-07-31;2031-07-12;2021-12-24;15760.74;24555.67;15.55;2022-03-03;3032.76;0
L0115;C0132;Business;Active;Unrecovered;2016-07-31;2031-07-12;2021-12-24;15760.74;24555.67;15.55;2022-02-09;2014.78;0
L0115;C0132;Business;Active;Unrecovered;2016-07-31;2031-07-12;2021-12-24;15760.74;24555.67;15.55;2022-01-03;2817.83;0
L0116;C0133;Auto;Active;Unrecovered;2021-06-29;2030-08-24;NULL;20958.08;17960.46;14.68;2022-02-02;454.11;0
L0116;C0133;Auto;Active;Unrecovered;2021-06-29;2030-08-24;NULL;20958.08;17960.46;14.68;2022-01-08;3147.36;1
L0117;C0134;Personal;Defaulted;Unrecovered;2015-01-06;2038-08-05;NULL;7782.13;52742.70;2.27;2022-03-06;3016.57;0
L0117;C0134;Personal;Defaulted;Unrecovered;2015-01-06;2038-08-05;NULL;7782.13;52742.70;2.27;2022-02-06;1921.85;0
L0117;C0134;Personal;Defaulted;Unrecovered;2015-01-06;2038-08-05;NULL;7782.13;52742.70;2.27;2022-01-04;251.28;1
L0118;C0135;Personal;Defaulted;"Fully Recovered";2015-05-20;2035-05-19;NULL;14999.25;87028.91;15.07;2022-04-06;2420.82;0
L0118;C0135;Personal;Defaulted;"Fully Recovered";2015-05-20;2035-05-19;NULL;14999.25;87028.91;15.07;2022-03-08;3385.89;0
L0118;C0135;Personal;Defaulted;"Fully Recovered";2015-05-20;2035-05-19;NULL;14999.25;87028.91;15.07;2022-01-04;1037.75;0
L0119;C0136;Mortgage;Closed;Unrecovered;2019-06-15;2036-12-19;NULL;26235.97;81398.05;5.50;2022-04-03;565.47;1
L0119;C0136;Mortgage;Closed;Unrecovered;2019-06-15;2036-12-19;NULL;26235.97;81398.05;5.50;2022-02-09;2205.77;0
L0119;C0136;Mortgage;Closed;Unrecovered;2019-06-15;2036-12-19;NULL;26235.97;81398.05;5.50;2022-01-09;1894.51;1
L0120;C0137;Mortgage;Closed;"Fully Recovered";2018-07-07;2034-08-02;NULL;47665.41;55990.62;4.21;2022-04-09;548.65;1
L0120;C0137;Mortgage;Closed;"Fully Recovered";2018-07-07;2034-08-02;NULL;47665.41;55990.62;4.21;2022-03-03;1632.43;0
L0120;C0137;Mortgage;Closed;"Fully Recovered";2018-07-07;2034-08-02;NULL;47665.41;55990.62;4.21;2022-02-04;2881.13;0
L0120;C0137;Mortgage;Closed;"Fully Recovered";2018-07-07;2034-08-02;NULL;47665.41;55990.62;4.21;2022-01-07;402.38;0
L0121;C0139;Auto;Closed;"Partially Recovered";2021-12-08;2035-01-17;NULL;6612.22;34176.32;13.46;2022-04-10;1045.15;0
L0121;C0139;Auto;Closed;"Partially Recovered";2021-12-08;2035-01-17;NULL;6612.22;34176.32;13.46;2022-03-07;2292.50;0
L0121;C0139;Auto;Closed;"Partially Recovered";2021-12-08;2035-01-17;NULL;6612.22;34176.32;13.46;2022-02-03;3571.76;0
L0122;C0140;Business;Active;"Partially Recovered";2018-06-10;2033-12-14;NULL;28384.27;43517.13;14.36;2022-04-05;3256.77;1
L0122;C0140;Business;Active;"Partially Recovered";2018-06-10;2033-12-14;NULL;28384.27;43517.13;14.36;2022-03-04;2932.56;0
